,GO:0008150,GO:0015979,GO:0098542,GO:0098754,GO:0005975,GO:0044782,GO:0030163,GO:0030154,GO:0030198,GO:0042254,GO:0042060,GO:0003012,GO:0003013,GO:0003014,GO:0003016,GO:0032200,GO:0071554,GO:0007155,GO:0007163,GO:0007005,GO:0007010,GO:0007018,GO:0007031,GO:0007040,GO:0007059,GO:0002376,GO:0055085,GO:0055086,GO:0016071,GO:0016073,GO:0002181,GO:0016192,GO:0006457,GO:0006351,GO:0006355,GO:0072659,GO:0006281,GO:0006091,GO:0031047,GO:0006766,GO:0006790,GO:1901135,GO:0065003,GO:0051604,GO:0050877,GO:0050886,GO:0140053,GO:0140013,GO:0140014,GO:0022600,GO:0022414,GO:0012501,GO:0034330,GO:0048856,GO:0048870,GO:0071941,GO:0000910,GO:0000278,GO:0006399,GO:0006310,GO:0006325,GO:0006260,GO:0006914,GO:0006913,GO:0006954,GO:0006886,GO:0006629,GO:0006520,GO:0006575,GO:0006486,GO:0023052,GO:0061007,GO:0061024,GO:0008150,GO:0003674,GO:0098631,GO:0045182,GO:0098772,GO:0005215,GO:0005198,GO:0042393,GO:0044183,GO:0120274,GO:0016491,GO:0016853,GO:0016874,GO:0016829,GO:0016740,GO:0016787,GO:0016209,GO:0003723,GO:0003677,GO:0003824,GO:0003774,GO:0003924,GO:0008092,GO:0045735,GO:0008289,GO:0038024,GO:0140096,GO:0140097,GO:0140098,GO:0090729,GO:0009975,GO:0001618,GO:0060090,GO:0048018,GO:0031386,GO:0060089,GO:0140223,GO:0140110,GO:0140104,GO:0140657,GO:0140313,GO:0140299,GO:0003674,GO:0005575,GO:0005615,GO:0005618,GO:0005635,GO:0005634,GO:0005654,GO:0005694,GO:0005576,GO:0030312,GO:0005929,GO:0005829,GO:0005840,GO:0005856,GO:0005886,GO:0005811,GO:0005815,GO:0005730,GO:0005739,GO:0005764,GO:0005768,GO:0005773,GO:0005777,GO:0005783,GO:0005794,GO:0031410,GO:0031012,GO:0043226,GO:0009536,GO:0009579,GO:0000228,GO:0005575,GO:0008150-other,GO:0003674-other,GO:0005575-other
10,133,0,0,0,0,0,0,8,1,0,0,0,1,0,0,0,0,7,1,0,7,0,0,0,0,15,1,0,0,0,0,3,0,2,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,8,3,15,5,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,23,0,0,133,126,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,5,21,0,0,2,0,0,0,19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,126,30,0,0,1,14,5,0,0,0,0,5,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,16,0,0,0,30,48.0,97.0,9.0
11,133,0,0,0,0,0,0,8,1,0,0,0,1,0,0,0,0,7,1,0,7,0,0,0,0,15,1,0,0,0,0,3,0,2,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,8,3,15,5,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,23,0,0,133,126,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,5,21,0,0,2,0,0,0,19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,126,30,0,0,1,14,5,0,0,0,0,5,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,16,0,0,0,30,48.0,97.0,9.0
12,133,0,0,0,0,0,0,8,1,0,0,0,1,0,0,0,0,7,1,0,7,0,0,0,0,15,1,0,0,0,0,3,0,2,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,8,3,15,5,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,23,0,0,133,126,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,5,21,0,0,2,0,0,0,19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,126,30,0,0,1,14,5,0,0,0,0,5,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,16,0,0,0,30,48.0,97.0,9.0
13,133,0,0,0,0,0,0,8,1,0,0,0,1,0,0,0,0,7,1,0,7,0,0,0,0,15,1,0,0,0,0,3,0,2,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,8,3,15,5,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,23,0,0,133,126,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,5,21,0,0,2,0,0,0,19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,126,30,0,0,1,14,5,0,0,0,0,5,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,16,0,0,0,30,48.0,97.0,9.0
14,133,0,0,0,0,0,0,8,1,0,0,0,1,0,0,0,0,7,1,0,7,0,0,0,0,15,1,0,0,0,0,3,0,2,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,8,3,15,5,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,23,0,0,133,126,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,5,21,0,0,2,0,0,0,19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,126,30,0,0,1,14,5,0,0,0,0,5,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,16,0,0,0,30,48.0,97.0,9.0
15,133,0,0,0,0,0,0,8,1,0,0,0,1,0,0,0,0,7,1,0,7,0,0,0,0,15,1,0,0,0,0,3,0,2,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,8,3,15,5,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,23,0,0,133,126,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,5,21,0,0,2,0,0,0,19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,126,30,0,0,1,14,5,0,0,0,0,5,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,16,0,0,0,30,48.0,97.0,9.0
16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,20,36,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,9.0,28.0,0.0
17,53,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,23,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,53,24,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.0,16.0,1.0
18,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,25,37,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,37,11,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7.0,27.0,2.0
19,30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,30,23,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,23,17,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7.0,15.0,3.0
20,38,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,38,21,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,21,16,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7.0,13.0,3.0
21,66,0,0,0,0,0,0,6,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,66,33,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,33,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14.0,22.0,3.0
22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,72,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,7.0,69.0,1.0
23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,5,3.0,1.0,0.0
24,172,0,1,0,6,1,2,8,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,3,0,2,0,0,0,0,3,3,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,2,10,1,9,8,0,0,1,1,0,0,0,2,1,1,1,3,0,0,0,43,0,1,172,188,0,0,4,1,0,0,0,0,1,0,0,0,64,0,0,0,0,65,0,0,0,0,1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,96,0,0,0,19,17,0,0,0,1,42,0,3,18,0,1,0,1,0,0,0,0,0,0,0,0,24,0,0,0,96,73.0,121.0,12.0
25,28,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,28,29,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,15,0,0,0,4,2,0,0,0,0,5,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,15,9.0,22.0,1.0
26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,8.0,8.0,2.0
27,26,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,26,25,0,0,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,25,49,1,0,0,0,0,0,1,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49,12.0,9.0,2.0
28,84,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,5,0,0,0,7,0,0,0,13,0,0,84,95,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,32,0,0,0,4,2,1,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,32,48.0,69.0,11.0
29,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,3,0,0,0,8,0,0,49,158,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,33,0,0,0,7,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,33,29.0,134.0,9.0
30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3.0,9.0,2.0
31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,0,6,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,8,6.0,12.0,1.0
32,37,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,37,77,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,9,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,9,13.0,69.0,3.0
33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0
34,34,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,4,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,34,62,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,48,0,0,0,6,3,1,0,0,1,15,0,20,1,0,12,0,0,0,0,0,0,0,0,0,0,28,0,0,0,48,12.0,50.0,4.0
35,40,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,12,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,40,66,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,45,0,0,0,5,4,5,0,0,0,19,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,45,9.0,56.0,3.0
36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,1,0,2,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,2.0,8.0,3.0
37,48,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,48,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,20,13,2,0,0,0,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,14.0,15.0,4.0
