O43781,GO:0005737;GO:0010494;GO:0005856;GO:0005829;GO:0043231;GO:0016607;GO:0005654;GO:0005634;GO:0000242;GO:0005524;GO:0000287;GO:0004672;GO:0106310;GO:0004674;GO:0004712;GO:0004713;GO:0007049;GO:0051301;GO:0030218;GO:0043066;GO:0043518;GO:0035063;GO:1903008;GO:0018105;GO:0018107;GO:1902751;GO:0006468;GO:0080135;GO:1903432;GO:0035617
O60285,GO:0005737;GO:0001650;GO:0015630;GO:0005654;GO:0005634;GO:0005524;GO:0046872;GO:0002039;GO:0106310;GO:0004674;GO:0004712;GO:0007155;GO:0006974;GO:0042149;GO:0035556;GO:0006468;GO:0030155;GO:0042127;GO:2000772;GO:0035507;GO:1901796
O60674,GO:0005901;GO:0005737;GO:0005856;GO:0005829;GO:0031904;GO:0000791;GO:0005925;GO:0098978;GO:0030526;GO:0045121;GO:0005730;GO:0005654;GO:0005634;GO:0005886;GO:0098794;GO:0033130;GO:0005524;GO:0005131;GO:0020037;GO:0042393;GO:0035401;GO:0042802;GO:0043560;GO:0005143;GO:0046872;GO:0004715;GO:0051428;GO:0043548;GO:0008022;GO:0004672;GO:0019901;GO:0004712;GO:0004713;GO:0042169;GO:0005102;GO:0031702;GO:0030041;GO:0006919;GO:0097296;GO:0042976;GO:0002250;GO:0006915;GO:0031103;GO:0030154;GO:0071549;GO:0036016;GO:0071222;GO:0006325;GO:0038065;GO:0019221;GO:0007167;GO:0030218;GO:0097191;GO:0007186;GO:0038157;GO:0060396;GO:0060397;GO:0035409;GO:0060333;GO:0035722;GO:0070757;GO:0070102;GO:0035556;GO:0008631;GO:0061180;GO:0007498;GO:0001774;GO:0031959;GO:0050804;GO:0010667;GO:0008285;GO:0022408;GO:0043392;GO:0045822;GO:0043524;GO:0018108;GO:0048008;GO:2001235;GO:0045597;GO:0030335;GO:0010811;GO:0120162;GO:0007204;GO:0043388;GO:0051091;GO:1904037;GO:1902728;GO:0060399;GO:0050729;GO:0032024;GO:0032729;GO:0032731;GO:0070665;GO:0043410;GO:0045348;GO:0032819;GO:0045429;GO:0051770;GO:0051142;GO:0050731;GO:0014068;GO:0032516;GO:0010572;GO:1901731;GO:0042307;GO:0046427;GO:2000273;GO:0060391;GO:0042102;GO:0045944;GO:0032760;GO:0042531;GO:1904707;GO:0035166;GO:0099527;GO:0034050;GO:0046777;GO:0006468;GO:0007259;GO:0042981;GO:0050727;GO:0045428;GO:0046425;GO:0014075;GO:0046677;GO:0033194;GO:0070671;GO:0032496;GO:0034612;GO:0007165;GO:0033209;GO:0007260
O75116,GO:0005813;GO:0005737;GO:0036464;GO:0005856;GO:0005829;GO:0005634;GO:0005886;GO:0005524;GO:0046872;GO:0106310;GO:0004674;GO:0004712;GO:0072518;GO:0003723;GO:0031267;GO:0005198;GO:0048156;GO:0050321;GO:0030036;GO:0031032;GO:0003180;GO:0097746;GO:1905145;GO:0071394;GO:0051298;GO:0030866;GO:0048598;GO:0001837;GO:0007249;GO:0000281;GO:0061157;GO:0016525;GO:1903347;GO:0070168;GO:0010629;GO:0035509;GO:0045019;GO:0150033;GO:0018105;GO:0018107;GO:1902993;GO:1902004;GO:1902961;GO:0010613;GO:0030335;GO:0010825;GO:0032723;GO:1905205;GO:0010595;GO:0090271;GO:0010628;GO:0043410;GO:1902966;GO:0001934;GO:0051496;GO:0072659;GO:0006468;GO:0032956;GO:0110061;GO:0030155;GO:1901888;GO:2000145;GO:1900037;GO:0042752;GO:2000114;GO:1903140;GO:0051893;GO:0045616;GO:0031644;GO:0051246;GO:0051492;GO:1990776;GO:0002931;GO:0071559;GO:0007266;GO:0048511;GO:0006939;GO:0039694
O75582,GO:0005737;GO:0005654;GO:0005634;GO:0005524;GO:0000287;GO:0004672;GO:0106310;GO:0004674;GO:0004712;GO:0007411;GO:0007173;GO:0043990;GO:0043987;GO:0043988;GO:0016572;GO:0006954;GO:0070498;GO:0035556;GO:0001818;GO:0045892;GO:0018105;GO:0032793;GO:0035066;GO:0033129;GO:0051092;GO:0045944;GO:0006468;GO:0006355
O75676,GO:0005737;GO:0005829;GO:0005654;GO:0005634;GO:0005524;GO:0000287;GO:0106310;GO:0004674;GO:0004712;GO:0004711;GO:0043987;GO:0043988;GO:0016572;GO:0006954;GO:0070498;GO:0035556;GO:0001818;GO:0018105;GO:0032793;GO:0035066;GO:0033129;GO:0051092;GO:0045944;GO:0006468;GO:0006355
O94806,GO:0005829;GO:0016020;GO:0005654;GO:0005524;GO:0004698;GO:0016301;GO:0046872;GO:0004697;GO:0106310;GO:0004712;GO:0007205;GO:0089700;GO:0006468;GO:0030148
O95819,GO:0005737;GO:0005925;GO:0005524;GO:0004111;GO:0008017;GO:0106310;GO:0004674;GO:0004712;GO:0035556;GO:0000165;GO:0043066;GO:0001953;GO:0048812;GO:0032014;GO:0030335;GO:0051894;GO:0120183;GO:0043547;GO:0051549;GO:0006468;GO:0046328;GO:0043408
O96013,GO:0005912;GO:0005737;GO:0005829;GO:0005925;GO:0005794;GO:0005524;GO:0098641;GO:0004672;GO:0106310;GO:0004674;GO:0004712;GO:0006915;GO:0007049;GO:0016477;GO:0071407;GO:0007010;GO:0060996;GO:0035556;GO:2000352;GO:0045766;GO:0006468;GO:0001558;GO:0043408;GO:0007165
O96017,GO:0005737;GO:0005794;GO:0005654;GO:0005634;GO:0016605;GO:0005524;GO:0042802;GO:0046872;GO:0042803;GO:0019901;GO:0106310;GO:0004674;GO:0004712;GO:0031625;GO:0051301;GO:0044257;GO:1903926;GO:0006974;GO:0071480;GO:0071466;GO:0000077;GO:0006975;GO:0006977;GO:0006978;GO:0006302;GO:0000086;GO:0008630;GO:0042771;GO:0044773;GO:0031573;GO:0090307;GO:2000002;GO:0018105;GO:2000210;GO:0001934;GO:0045893;GO:0046777;GO:0006468;GO:0050821;GO:0042176;GO:1901796;GO:0006355;GO:0090399;GO:1903416;GO:0042770
P00519,GO:0015629;GO:0005737;GO:0005829;GO:0030425;GO:0005783;GO:0030426;GO:0005739;GO:0043025;GO:0016604;GO:0031965;GO:0005730;GO:0005654;GO:0005634;GO:0048471;GO:0098794;GO:0032991;GO:0001726;GO:0051015;GO:0003785;GO:0005524;GO:0000405;GO:0070097;GO:0003677;GO:0046875;GO:0000400;GO:0016301;GO:0000287;GO:0030145;GO:0051019;GO:0038191;GO:0004515;GO:0004715;GO:0001784;GO:0070064;GO:0008022;GO:0004672;GO:0005080;GO:0004712;GO:0004713;GO:1990837;GO:0042169;GO:0017124;GO:0019905;GO:0003713;GO:0030036;GO:0090135;GO:0030041;GO:0050798;GO:1990051;GO:0046632;GO:0008306;GO:0006914;GO:0002322;GO:0050853;GO:0001922;GO:0060020;GO:0006464;GO:0006974;GO:1903351;GO:0070301;GO:0071222;GO:0034599;GO:0071560;GO:0021587;GO:0072359;GO:0048668;GO:0071103;GO:0006975;GO:0006897;GO:0043542;GO:0007173;GO:0045184;GO:0038096;GO:1903210;GO:0007229;GO:0008630;GO:0030035;GO:0006298;GO:0051882;GO:0000278;GO:0030514;GO:0022408;GO:2000773;GO:2000352;GO:0070373;GO:0043124;GO:1900272;GO:0045930;GO:1900275;GO:0071901;GO:0051444;GO:0001843;GO:0060563;GO:0050885;GO:0038189;GO:0038083;GO:0018108;GO:0035791;GO:2000251;GO:1904531;GO:0043065;GO:1905555;GO:0090050;GO:0007204;GO:1900006;GO:0010595;GO:0070374;GO:1903055;GO:0048146;GO:0051894;GO:1901300;GO:0043123;GO:0032729;GO:0032743;GO:1904528;GO:0045931;GO:0043525;GO:0033690;GO:0051353;GO:0050731;GO:0001934;GO:0051281;GO:0051496;GO:1900026;GO:0045944;GO:0045907;GO:2000096;GO:0009791;GO:0046777;GO:0006468;GO:0032956;GO:2000249;GO:0042981;GO:0010506;GO:0030516;GO:0032489;GO:0030155;GO:0051726;GO:2000145;GO:0030100;GO:1902036;GO:0031113;GO:1905244;GO:2001020;GO:0045580;GO:0006355;GO:0034976;GO:0071871;GO:0006979;GO:0009410;GO:0042770;GO:0048536;GO:0034446;GO:0050852;GO:0048538;GO:0002333
P00533,GO:0009925;GO:0016323;GO:0030054;GO:0009986;GO:0030669;GO:0005737;GO:0031901;GO:0005789;GO:0005768;GO:0010008;GO:0005615;GO:0005925;GO:0000139;GO:0005887;GO:0097708;GO:0016020;GO:0045121;GO:0097489;GO:0031965;GO:0005634;GO:0048471;GO:0005886;GO:0032991;GO:0043235;GO:0032587;GO:0070435;GO:0051015;GO:0005524;GO:0051117;GO:0045296;GO:0003682;GO:0003690;GO:0019899;GO:0048408;GO:0005006;GO:0042802;GO:0019900;GO:0004709;GO:0019903;GO:0004712;GO:0004713;GO:0004714;GO:0004888;GO:0031625;GO:0001618;GO:0043006;GO:0007202;GO:0030154;GO:0000902;GO:0007166;GO:0098609;GO:0071230;GO:0071276;GO:0071364;GO:0071392;GO:0034614;GO:0021795;GO:0048546;GO:0001892;GO:0007173;GO:0061029;GO:0001942;GO:0007611;GO:0060571;GO:0043066;GO:1905208;GO:0042059;GO:0042177;GO:0001503;GO:0038083;GO:0018108;GO:0090263;GO:0030307;GO:0030335;GO:0008284;GO:0045737;GO:0045739;GO:0045740;GO:0050679;GO:0070374;GO:0048146;GO:1900087;GO:0033674;GO:0043406;GO:1901224;GO:0010750;GO:0033138;GO:0042327;GO:1903800;GO:0051897;GO:1900020;GO:1903078;GO:0001934;GO:0045944;GO:0045893;GO:0046777;GO:0051205;GO:0070372;GO:0046328;GO:0050999;GO:0050730;GO:0014066;GO:0070141;GO:0007435;GO:0007165;GO:0007169
P04049,GO:0005737;GO:0005829;GO:0005794;GO:0005741;GO:0005739;GO:0016607;GO:0005886;GO:0031143;GO:0005524;GO:0019899;GO:0042802;GO:0004709;GO:0046872;GO:0004672;GO:0106310;GO:0004674;GO:0004712;GO:0007190;GO:0006915;GO:0030154;GO:0071550;GO:0060324;GO:0035773;GO:0045104;GO:0000165;GO:0043066;GO:0008285;GO:0043154;GO:1902042;GO:0031333;GO:0048011;GO:0043410;GO:0033138;GO:0045944;GO:0006468;GO:0042981;GO:0045595;GO:2000145;GO:0035023;GO:0035994;GO:0007165;GO:0035019;GO:0048538;GO:0030878;GO:0042060
P04626,GO:0016324;GO:0009925;GO:0016323;GO:0005829;GO:0005769;GO:0010008;GO:0038143;GO:0016021;GO:0005887;GO:0043209;GO:0005634;GO:0048471;GO:0005886;GO:0043235;GO:0005524;GO:0043125;GO:0042802;GO:0008022;GO:0046982;GO:0019903;GO:0004712;GO:0004713;GO:0001042;GO:0004714;GO:0004888;GO:0007166;GO:0071364;GO:0071363;GO:0007167;GO:0007507;GO:0035556;GO:0008045;GO:0042552;GO:0033088;GO:0007528;GO:0030182;GO:0048709;GO:0018108;GO:0007422;GO:0014065;GO:0045785;GO:0030307;GO:0008284;GO:0050679;GO:0043547;GO:0033674;GO:0043406;GO:0043410;GO:0001934;GO:0090314;GO:0045943;GO:0045727;GO:0046777;GO:0006468;GO:0045765;GO:0070372;GO:0032886;GO:0007165;GO:0007169;GO:0042060
P04629,GO:0030424;GO:0009986;GO:0030425;GO:0005769;GO:0031901;GO:0010008;GO:0005887;GO:0005770;GO:0031902;GO:0043025;GO:0005886;GO:0032991;GO:0043235;GO:0055038;GO:0005524;GO:0005004;GO:0042802;GO:0019900;GO:0048406;GO:0010465;GO:0043121;GO:0005166;GO:0005030;GO:0042803;GO:0004712;GO:0004713;GO:0004714;GO:0007568;GO:0007411;GO:0060385;GO:0030183;GO:0061368;GO:1990090;GO:0071316;GO:0007623;GO:0050966;GO:0050965;GO:0007611;GO:0042490;GO:0043066;GO:0008285;GO:0043524;GO:0038180;GO:0048666;GO:0031175;GO:0048011;GO:0021553;GO:0038083;GO:0018108;GO:0045766;GO:0070374;GO:0043547;GO:0033674;GO:0043410;GO:0010976;GO:0051092;GO:0014068;GO:0043068;GO:0001934;GO:0046579;GO:0051965;GO:0051968;GO:0010623;GO:0046777;GO:0006468;GO:0051896;GO:0048678;GO:0051602;GO:0051599;GO:0031667;GO:0009314;GO:0009410;GO:0060009;GO:0048485;GO:0007169
P05129,GO:0044305;GO:0005911;GO:0005829;GO:0030425;GO:0005634;GO:0048471;GO:0005886;GO:0099524;GO:0014069;GO:0099523;GO:0097060;GO:0005524;GO:0004698;GO:0004672;GO:0004697;GO:0106310;GO:0004674;GO:0004712;GO:0008270;GO:0007268;GO:0007635;GO:0060384;GO:0035556;GO:0007611;GO:0060291;GO:0043524;GO:1901799;GO:0042177;GO:0031397;GO:0018105;GO:0016310;GO:0032425;GO:0099171;GO:0046777;GO:0006468;GO:0042752;GO:0050764;GO:0032095;GO:2000300;GO:0043278;GO:0048265;GO:1990911;GO:0009636;GO:0048511
P05771,GO:0044305;GO:0005737;GO:0005829;GO:0070062;GO:0005654;GO:0005634;GO:0005886;GO:0099523;GO:0008091;GO:0050681;GO:0005524;GO:0005246;GO:0004698;GO:0003682;GO:0042393;GO:0035403;GO:0030374;GO:0004697;GO:0005080;GO:0106310;GO:0004674;GO:0004712;GO:0008270;GO:0002250;GO:0006915;GO:0042113;GO:0050853;GO:0006816;GO:0006874;GO:0071322;GO:0006325;GO:0035408;GO:0035556;GO:0042953;GO:0007077;GO:0010829;GO:0046627;GO:0018105;GO:0045766;GO:0050861;GO:0043123;GO:0051092;GO:0030949;GO:0099171;GO:0006468;GO:0010827;GO:2000300;GO:0006357;GO:0007165
P06213,GO:0030424;GO:0005901;GO:0032590;GO:0010008;GO:0009897;GO:0070062;GO:0005899;GO:0005887;GO:0005770;GO:0005764;GO:0016020;GO:0032809;GO:0005886;GO:0043235;GO:0001540;GO:0005524;GO:0038024;GO:0005525;GO:0042802;GO:0043559;GO:0043560;GO:0005009;GO:0031994;GO:0031995;GO:0005159;GO:0043548;GO:0019904;GO:0004712;GO:0004713;GO:0044877;GO:0051425;GO:0005198;GO:0004714;GO:0032147;GO:0032148;GO:0030325;GO:0097242;GO:0005975;GO:0071363;GO:0032869;GO:0097062;GO:0008544;GO:0031017;GO:0007186;GO:0042593;GO:0003007;GO:0008286;GO:0007612;GO:0008584;GO:0030238;GO:0007613;GO:1990535;GO:0038083;GO:0018108;GO:0030335;GO:0008284;GO:0048639;GO:0046326;GO:0045725;GO:0045821;GO:0033674;GO:0043406;GO:0043410;GO:0051446;GO:0045840;GO:0045429;GO:0014068;GO:0051897;GO:0001934;GO:0043243;GO:0002092;GO:0060267;GO:0045893;GO:0046777;GO:0006468;GO:0006898;GO:0045995;GO:2000194;GO:0006355;GO:0007169;GO:0150104;GO:0046718
P06239,GO:0005829;GO:0070062;GO:0031234;GO:0001772;GO:0045121;GO:0000242;GO:0005886;GO:0005524;GO:0051117;GO:0042609;GO:0042610;GO:0042802;GO:0004715;GO:0043548;GO:0016004;GO:0043274;GO:0001784;GO:0008022;GO:0019901;GO:0019903;GO:0004722;GO:0004712;GO:0004713;GO:0042169;GO:0005102;GO:0042608;GO:0006919;GO:0050853;GO:0030154;GO:0006882;GO:0030097;GO:0045087;GO:0035556;GO:0050900;GO:0018108;GO:0030168;GO:0034116;GO:2001244;GO:1903039;GO:0050870;GO:0050862;GO:0006468;GO:0051249;GO:0051209;GO:0009410;GO:0031295;GO:0030217;GO:0050852;GO:0007169
P06241,GO:0005884;GO:0044297;GO:0005829;GO:0030425;GO:0005768;GO:0031234;GO:0097386;GO:0045121;GO:0005739;GO:0005634;GO:0097038;GO:0048471;GO:0005886;GO:0014069;GO:0098685;GO:0043014;GO:0005524;GO:0097718;GO:0019899;GO:0046875;GO:0070851;GO:0042802;GO:0046872;GO:0004715;GO:0016004;GO:0043274;GO:0004712;GO:0004713;GO:0097110;GO:0005102;GO:0048156;GO:0050321;GO:0044325;GO:0031802;GO:0050798;GO:0002250;GO:0007411;GO:0006816;GO:0030154;GO:1904646;GO:1905430;GO:1905232;GO:0036120;GO:0071560;GO:0048813;GO:0097062;GO:0050966;GO:0048013;GO:0038096;GO:0007631;GO:0030900;GO:0003015;GO:0045087;GO:0035556;GO:0007612;GO:0050900;GO:0050804;GO:1902951;GO:0010629;GO:0010730;GO:0002862;GO:1903202;GO:0042177;GO:0031397;GO:0001764;GO:0018108;GO:2001056;GO:0043123;GO:1901216;GO:0010976;GO:1905477;GO:1900182;GO:0090314;GO:0042531;GO:0046777;GO:0006468;GO:1905664;GO:0008360;GO:1900449;GO:0050730;GO:1904645;GO:0045471;GO:0042542;GO:0000304;GO:0002223;GO:0031295;GO:0050852;GO:0007169;GO:0048010
P06493,GO:0005813;GO:0000781;GO:0097125;GO:0000307;GO:0005737;GO:0005829;GO:0005789;GO:0070062;GO:0016020;GO:0030496;GO:0005759;GO:0005739;GO:0072686;GO:0005654;GO:0005634;GO:0005876;GO:0005524;GO:0003682;GO:0030332;GO:0097472;GO:0004693;GO:0035173;GO:0030544;GO:0004672;GO:0106310;GO:0004674;GO:0004712;GO:0008353;GO:0001618;GO:0031100;GO:0006915;GO:0007569;GO:0051301;GO:0016477;GO:0008283;GO:0070301;GO:0007098;GO:0030261;GO:0006281;GO:0006260;GO:0030855;GO:0070371;GO:0000086;GO:0090166;GO:0000226;GO:0007095;GO:0043066;GO:0010629;GO:0018105;GO:0018107;GO:0060045;GO:0045740;GO:0010971;GO:0010628;GO:1905448;GO:0042307;GO:1900182;GO:0007344;GO:0016579;GO:0034501;GO:0006468;GO:0065003;GO:0042752;GO:0045995;GO:0014038;GO:0014823;GO:0014075;GO:0048678;GO:0046686;GO:0046688;GO:0045471;GO:0014070;GO:0009636;GO:0009410;GO:0048511;GO:0055015
P07332,GO:0005737;GO:0031410;GO:0005829;GO:0031234;GO:0005925;GO:0005794;GO:0015630;GO:0005524;GO:0034987;GO:0008017;GO:0004715;GO:0035091;GO:0004712;GO:0004713;GO:0005102;GO:0007155;GO:0030154;GO:0071305;GO:0007098;GO:0006935;GO:0045087;GO:0001578;GO:0018108;GO:2000251;GO:0031116;GO:0045657;GO:0045639;GO:0010976;GO:0046777;GO:0030155;GO:0045595;GO:2000145;GO:0042127;GO:0008360;GO:0043304;GO:0060627;GO:0007169
P07333,GO:0009986;GO:1990682;GO:0005887;GO:0043231;GO:0005654;GO:0005886;GO:0043235;GO:0005524;GO:0019955;GO:0005011;GO:0042803;GO:0019903;GO:0004712;GO:0004713;GO:0004714;GO:0007411;GO:0008283;GO:0045217;GO:0071345;GO:0036006;GO:0019221;GO:0021879;GO:0002244;GO:0030097;GO:0006954;GO:0045087;GO:0038145;GO:0030225;GO:0060603;GO:0061518;GO:0030224;GO:0043066;GO:0008285;GO:0021772;GO:0030316;GO:0018108;GO:0046488;GO:0048015;GO:0044794;GO:0030335;GO:2000147;GO:0008284;GO:0032722;GO:0070374;GO:0033674;GO:0010759;GO:0120041;GO:0001934;GO:0071902;GO:0061098;GO:0042531;GO:0046777;GO:2000249;GO:0045124;GO:0008360;GO:0002931;GO:0031529;GO:0007165;GO:0007169
P07947,GO:0005884;GO:0005829;GO:0070062;GO:0031234;GO:0005925;GO:0005794;GO:0005815;GO:0005886;GO:0005524;GO:0019899;GO:0004715;GO:0001784;GO:0004712;GO:0004713;GO:0005102;GO:0044325;GO:0030154;GO:0006464;GO:0036120;GO:0071300;GO:0071560;GO:0048013;GO:0038096;GO:0045087;GO:0050900;GO:0002862;GO:0050731;GO:0045944;GO:0010827;GO:0043114;GO:0031295;GO:0007169
P07948,GO:0005912;GO:0005737;GO:0005829;GO:0030666;GO:0070062;GO:0031234;GO:0098978;GO:0005794;GO:0034666;GO:0043231;GO:0005765;GO:0045121;GO:0030061;GO:0005758;GO:0005634;GO:0048471;GO:0005886;GO:0014069;GO:0099091;GO:0005524;GO:0019899;GO:0046875;GO:0043015;GO:0043208;GO:0005178;GO:0016301;GO:0004715;GO:0051219;GO:0140031;GO:0005161;GO:0004712;GO:0004713;GO:0097110;GO:0017124;GO:0005102;GO:0044325;GO:0031625;GO:0002250;GO:0001782;GO:0050853;GO:0030154;GO:0006974;GO:0031668;GO:0034605;GO:0071300;GO:0097028;GO:0048013;GO:0030218;GO:0002774;GO:0002431;GO:0038095;GO:0038096;GO:0060397;GO:0002553;GO:0002768;GO:0045087;GO:0035556;GO:0050900;GO:0031663;GO:0030889;GO:0008285;GO:0070373;GO:0050777;GO:0002862;GO:1902532;GO:0043407;GO:0070667;GO:0002762;GO:0001933;GO:0034136;GO:0034144;GO:0031175;GO:0014003;GO:0018108;GO:0002576;GO:1902961;GO:0030335;GO:0008284;GO:0051272;GO:2000670;GO:0060369;GO:0060252;GO:0070668;GO:0010976;GO:0070447;GO:0043552;GO:0001934;GO:0070304;GO:0042531;GO:0046777;GO:0006468;GO:0002902;GO:0050855;GO:0033628;GO:0001817;GO:0070372;GO:0045646;GO:0033003;GO:0043304;GO:0090025;GO:0090330;GO:0001932;GO:0051279;GO:0043200;GO:0048678;GO:0009743;GO:0009725;GO:0032868;GO:0014070;GO:0006991;GO:0009636;GO:0009410;GO:0007165;GO:0002223;GO:0031295;GO:0002513;GO:0034142;GO:0007169
